match_id,tournament_id,p1_id,p2_id,p1_character,p2_character,p1_score,p2_score,Winner_id
15288,47,3562,795,Rickard,Trescha,2,1,3562
15289,107,4323,3117,Zorana,Lorianne,1,2,3117
15290,109,4608,4574,Crysta,Cordy,1,2,4574
15291,113,1955,1265,Abran,Davin,2,1,1955
15292,82,1770,1634,Goddart,David,0,2,1634
15293,76,2010,1385,Kelci,Harmonia,1,2,1385
15294,59,2260,2265,Binky,Wynn,0,2,2265
15295,102,3721,2444,Katrina,Miran,0,2,2444
15296,70,2170,622,Bone,Aristotle,2,1,2170
15297,86,540,1324,Nadeen,Ellary,0,2,1324
15298,46,2608,4654,Ogden,Archer,0,2,4654
15299,33,1944,3873,Christi,Federico,0,2,3873
15300,114,715,2889,Fredi,Marcelia,1,2,2889
15301,32,4211,3994,Debra,Jorie,1,2,3994
15302,24,1818,3225,Evelin,Laurie,2,0,1818
15303,65,1002,3233,Ilyse,Guinna,1,2,3233
15304,61,1550,4243,Jena,Meagan,1,2,4243
15305,62,1571,2846,Ruperto,Levey,2,1,1571
15306,80,1221,4567,Win,Fidel,0,2,4567
15307,3,207,539,Kaye,Reinold,2,1,207
15308,59,4465,2056,Geoff,Marci,2,1,4465
15309,3,635,4793,Dollie,Ludovico,1,2,4793
15310,90,3048,1288,Travers,Fayre,2,1,3048
15311,6,2523,3473,Cly,Kelly,1,2,3473
15312,108,2492,3734,Stephani,Letisha,0,2,3734
15313,118,842,4836,Timmi,Wendie,0,2,4836
15314,2,3065,3616,Osbourne,Braden,2,1,3065
15315,86,2970,1551,Dore,Rodi,2,0,2970
15316,99,2487,1233,Delila,Sonia,0,2,1233
15317,110,2219,3085,Conny,Sara,2,1,2219
15318,119,3742,4498,Martita,Hodge,0,2,4498
15319,7,591,2912,Minette,Louisette,1,2,2912
15320,29,1415,2256,Odille,Khalil,2,0,1415
15321,93,2303,147,Kenna,Mariana,0,2,147
15322,72,4873,2,Florida,Friederike,1,2,2
15323,109,3005,983,Georgette,Annamaria,2,0,3005
15324,110,4402,4213,Keir,Gustave,1,2,4213
15325,68,2632,3130,Gwynne,Micheil,0,2,3130
15326,19,1829,2935,Novelia,Selie,1,2,2935
15327,12,2897,1390,Jedediah,Jacinda,2,0,2897
15328,101,133,4119,Regen,Babita,0,2,4119
15329,10,3792,4,Boothe,Hewett,0,2,4
15330,1,2080,4650,Chicky,Forester,2,1,2080
15331,69,2154,3550,Beck,Augustina,2,1,2154
15332,14,3070,3572,Ethelda,Terrel,2,0,3070
15333,33,4711,1128,Cyndia,Zachery,0,2,1128
15334,47,4975,2331,Malissa,Wilbur,0,2,2331
15335,3,285,4918,Shandee,Lucais,2,1,285
15336,17,2294,1754,Ellery,Kelcie,1,2,1754
15337,96,2838,1270,Porter,Sibley,2,0,2838
15338,14,4917,47,Vivyan,Harlin,0,2,47
15339,4,475,2289,Nancie,Horten,0,2,2289
15340,83,847,1614,Nancie,Irene,0,2,1614
15341,17,3795,2559,Rodolphe,Wheeler,0,2,2559
15342,42,4388,506,Maxie,Cherilyn,2,1,4388
15343,109,4677,421,Erick,Stoddard,0,2,421
15344,82,3198,2569,Russ,Maren,0,2,2569
15345,92,4426,315,Idalina,Betta,0,2,315
15346,47,1829,4118,King,Harli,1,2,4118
15347,87,3697,2508,Benito,Dolli,0,2,2508
15348,102,3017,3310,Jessamyn,Worden,0,2,3310
15349,29,2812,4416,Lyman,Robbie,1,2,4416
15350,35,3232,1261,Karia,Trish,2,1,3232
15351,65,2853,3525,Clim,Florette,1,2,3525
15352,54,2511,734,Wenona,Magdaia,2,0,2511
15353,13,111,1907,Muffin,Ailyn,1,2,1907
15354,17,581,672,Marie-ann,Abrahan,1,2,672
15355,29,2107,817,Clea,Morton,2,1,2107
15356,92,212,3157,Lemmie,Engracia,2,0,212
15357,9,1371,652,Bobina,Sax,2,1,1371
15358,90,1813,3083,Fransisco,Amata,1,2,3083
15359,34,3884,940,Suzy,Stesha,1,2,940
15360,22,1092,3653,Vidovik,Daniel,0,2,3653
15361,51,2299,2833,Edward,Rafaela,2,1,2299
15362,99,1357,3757,Jone,Lyn,0,2,3757
15363,14,4158,1818,Ewan,Philippine,0,2,1818
15364,103,553,4489,Helena,Dorey,2,1,553
15365,112,1386,3351,Wiley,Petronille,0,2,3351
15366,42,376,967,Germayne,Abey,2,0,376
15367,81,4947,3371,Christoforo,Xenia,0,2,3371
15368,67,4196,4320,Jen,Pasquale,0,2,4320
15369,13,2679,3019,Carey,Lorne,2,1,2679
15370,42,325,4232,Mikaela,Flora,2,1,325
15371,81,1330,1876,Nana,Sybyl,0,2,1876
15372,23,3068,58,Moselle,Lisa,2,0,3068
15373,108,3409,2617,Theodor,Phebe,2,1,3409
15374,112,4370,33,Spenser,Horatia,0,2,33
15375,51,2770,4557,Sonia,Valene,1,2,4557
15376,98,1926,1664,Gualterio,Ketti,2,1,1926
15377,53,874,3622,Paule,Cristabel,0,2,3622
15378,40,823,1487,Mart,Margery,1,2,1487
15379,27,3930,2042,Norman,Giana,0,2,2042
15380,58,3632,2160,Bryon,Ruthy,2,1,3632
15381,55,2479,213,Pierette,Britta,1,2,213
15382,50,1698,2435,Gabbie,Isidoro,2,0,1698
15383,1,3264,4601,Geno,Kin,2,0,3264
15384,40,4727,2967,Dayle,Rivi,0,2,2967
15385,97,3641,3750,Eustacia,Sallyanne,0,2,3750
15386,16,4942,888,Rosalynd,Florian,1,2,888
15387,34,4603,1888,Barbara-anne,Nick,2,0,4603
15388,14,4893,892,Vaughn,Minta,1,2,892
15389,9,3516,686,Jennilee,Edita,2,0,3516
15390,8,934,1204,Tabor,Melisenda,2,1,934
15391,50,4730,581,Athena,Deeyn,1,2,581
15392,66,4124,4549,Nevsa,Emmit,2,1,4124
15393,44,36,3682,Aimee,Merola,1,2,3682
15394,85,2729,1351,Corie,Kameko,2,1,2729
15395,53,454,159,Daisy,Eyde,2,1,454
15396,92,303,2569,Granthem,Nike,2,1,303
15397,43,1530,3333,Clementia,Barbabas,1,2,3333
15398,12,4411,3015,Angelle,Christiane,0,2,3015
15399,119,1259,2251,Rutherford,Halimeda,0,2,2251
15400,2,629,3185,Sunshine,Laural,1,2,3185
15401,33,2709,4486,Belvia,Clementius,1,2,4486
15402,41,108,1342,Smitty,Wye,2,0,108
15403,76,3648,655,Courtnay,Stern,0,2,655
15404,62,3586,3538,Ariel,Barbie,2,1,3586
15405,58,1768,1063,Cherie,Tito,1,2,1063
15406,11,4416,4610,Kaye,Maurine,1,2,4610
15407,113,626,1942,Emelia,Dawna,2,1,626
15408,38,3927,1764,Alecia,Lacey,2,1,3927
15409,119,3951,3050,Kerry,Ainsley,0,2,3050
15410,7,2837,2827,Gabi,Vikki,2,1,2837
15411,10,1212,3553,Tommi,Mathe,2,0,1212
15412,62,4299,2799,Andee,Sabra,1,2,2799
15413,18,1546,4003,Arlen,Irwinn,0,2,4003
15414,44,923,112,Jany,Ginelle,0,2,112
15415,71,1518,3349,Pietrek,Chad,2,0,1518
15416,47,1222,4756,Torr,Skelly,1,2,4756
15417,53,619,99,Cesaro,Diane,2,0,619
15418,74,156,3605,Brynna,Kingsley,0,2,3605
15419,43,3519,2742,Jessica,Hugo,2,0,3519
15420,40,3835,2353,Nolly,Hilde,2,1,3835
15421,21,2508,1776,Gabbie,Joshua,0,2,1776
15422,28,2392,1065,Indira,Tessy,0,2,1065
15423,91,3863,4643,Ted,Pascale,2,1,3863
15424,16,4502,3349,Kirsteni,Sollie,2,0,4502
15425,43,3341,81,Simon,Hagan,1,2,81
15426,113,4799,4417,Clarette,Dinny,0,2,4417
15427,113,2425,1774,Minnie,Michale,2,0,2425
15428,22,603,3275,Eloisa,Toby,0,2,3275
15429,30,2334,4642,Dill,Dale,2,1,2334
15430,2,2079,4158,Kim,Reta,2,1,2079
15431,1,2501,226,Caro,Stephine,0,2,226
15432,119,4831,3128,Aurelia,Fran,2,0,4831
15433,38,1860,2785,Benedick,Oran,1,2,2785
15434,98,606,3016,Jard,Cornela,1,2,3016
15435,76,4641,2662,Dulcea,Ulberto,1,2,2662
15436,98,2014,4990,Maurizia,Yurik,1,2,4990
15437,120,884,916,Carlina,Frans,1,2,916
15438,19,372,21,Alexi,Lucienne,0,2,21
15439,69,426,263,Zea,Jammie,1,2,263
15440,48,1191,4134,Nicky,Clo,0,2,4134
15441,77,3820,3382,Eda,Ambur,0,2,3382
15442,111,819,1777,Gratiana,Arlee,2,1,819
15443,30,2023,1767,Rachel,Dianne,1,2,1767
15444,64,4,3563,Sutton,Cindelyn,1,2,3563
15445,86,660,436,Eddi,Sydel,0,2,436
15446,92,3005,3285,Fons,Danette,0,2,3285
15447,105,2882,4507,Saundra,Waite,2,1,2882
15448,67,1884,761,Gusta,Orland,0,2,761
15449,11,2738,3585,Alfred,Theobald,1,2,3585
15450,60,2574,982,Boote,Aryn,0,2,982
15451,102,3007,1506,Silva,Cully,1,2,1506
15452,23,2766,3184,Zonnya,Concordia,2,1,2766
15453,12,3448,2616,Esmeralda,Odo,0,2,2616
15454,67,1599,3734,Filippo,Kerri,0,2,3734
15455,4,2013,1065,Jilly,Jere,1,2,1065
15456,39,3927,1698,Barnebas,Alexei,0,2,1698
15457,116,3292,1332,Gertie,Clarke,2,0,3292
15458,98,4815,806,Elvina,Marget,2,1,4815
15459,102,820,1089,Idell,Payton,0,2,1089
15460,12,195,2198,Isiahi,Adham,2,1,195
15461,34,4870,1399,Bird,Lilla,1,2,1399
15462,47,1372,2276,Sergeant,Job,2,0,1372
15463,27,4298,851,Tiff,Yulma,2,0,4298
15464,100,832,2741,Brigitte,Huntley,2,0,832
15465,23,235,53,Stephine,Arel,0,2,53
15466,72,3518,4455,Tedda,Archie,1,2,4455
15467,109,3117,290,Fransisco,Dedra,1,2,290
15468,88,4004,1098,Nessi,Junette,1,2,1098
15469,103,355,4471,Cole,Henry,2,1,355
15470,77,4760,917,Siffre,Kris,1,2,917
15471,103,2719,663,Gus,Sherilyn,0,2,663
15472,49,3063,2515,Guntar,Heindrick,0,2,2515
15473,69,2609,2508,Gerrie,Jeri,1,2,2508
15474,32,1849,4176,Mickie,Dacia,0,2,4176
15475,10,3933,4556,Yard,Lilyan,0,2,4556
15476,52,4953,689,Val,Kean,2,0,4953
15477,18,839,1006,Hi,Liz,1,2,1006
15478,5,2972,2310,Saba,Zorana,0,2,2310
15479,9,1799,1634,Catina,Lorettalorna,2,1,1799
15480,59,1147,1122,Marcus,Rhett,2,1,1147
15481,15,602,1920,Delcine,Giraud,0,2,1920
15482,99,699,1879,Allina,Aubrette,1,2,1879
15483,100,3470,663,Lucia,Loren,1,2,663
15484,108,4426,1930,Jacqui,Katharina,2,0,4426
15485,69,892,2982,Karia,Nikkie,0,2,2982
15486,59,1980,1525,Avrom,Leland,0,2,1525
15487,89,4262,2269,Tymothy,Moreen,1,2,2269
15488,51,2517,2304,Adler,Leodora,2,1,2517
15489,48,829,4500,Myrah,Jodee,1,2,4500
15490,80,2347,1597,Etienne,Illa,1,2,1597
15491,83,4441,4412,Zerk,Marcelo,1,2,4412
15492,29,627,1578,Bailey,Jermaine,1,2,1578
15493,25,2443,4049,Wanids,Elvina,0,2,4049
15494,86,235,3865,Dukie,Vina,0,2,3865
15495,45,620,4870,Rhianon,Jen,1,2,4870
15496,76,116,1758,Moshe,Chrisy,2,0,116
15497,50,842,4133,Sena,Corey,2,1,842
15498,43,118,3820,Noble,Lon,2,1,118
15499,20,3382,209,Bobbie,Rene,0,2,209
15500,74,759,4792,Lisetta,Kimberlyn,0,2,4792
15501,63,4589,390,Cass,Barbara,1,2,390
15502,88,4052,3202,Zabrina,Karena,1,2,3202
15503,79,2168,4979,Patience,Anni,1,2,4979
15504,68,3276,707,Marlowe,Camila,2,1,3276
15505,106,30,1763,Madelene,Biddy,0,2,1763
15506,106,2160,664,Ephrem,Blayne,2,1,2160
15507,64,733,217,Amery,Gustavus,0,2,217
15508,31,118,703,Johnette,Melli,2,0,118
15509,14,4454,1942,Aaron,Murielle,0,2,1942
15510,55,2764,4877,Wallace,Roldan,2,0,2764
15511,7,1915,2581,Terry,Ramsey,2,1,1915
15512,69,2498,335,Arturo,Winnifred,2,0,2498
15513,46,692,3166,Brose,Caron,1,2,3166
15514,109,794,3721,Grayce,Lyssa,1,2,3721
15515,81,4344,1518,Dix,Jarrett,0,2,1518
15516,82,518,2528,Georgianne,Helga,2,1,518
15517,105,1969,2065,Jordain,Bonny,1,2,2065
15518,24,3282,289,Flore,Renate,1,2,289
15519,95,1592,294,Briney,Ernie,1,2,294
15520,99,1847,2865,Gaby,Morse,0,2,2865
15521,102,3459,1909,Joshuah,Huberto,2,1,3459
15522,36,163,3480,Kippie,Cirillo,2,0,163
15523,36,4473,3985,Johannes,Damara,0,2,3985
15524,54,4679,2125,Edd,Laina,0,2,2125
15525,95,2265,4276,Hedwig,Remus,2,1,2265
15526,79,4344,846,Tally,Raquela,2,0,4344
15527,39,1354,2928,Patricia,Immanuel,1,2,2928
15528,18,3196,4680,Mavis,Annamaria,2,0,3196
15529,74,4465,3267,Beryle,Arie,0,2,3267
15530,64,4345,997,Verene,Chan,1,2,997
15531,79,2615,1479,Arlana,Sherlocke,2,0,2615
15532,21,4269,3739,Jo-anne,Berte,1,2,3739
15533,54,464,4385,Cathie,Daniella,1,2,4385
15534,108,2364,143,Benjie,Renaud,2,1,2364
15535,68,2300,513,Erin,Sonni,2,1,2300
15536,78,4036,1929,Sissie,Edouard,2,0,4036
15537,14,4341,2896,Marthena,Shannan,1,2,2896
15538,69,1992,4857,Callean,Brion,2,0,1992
15539,74,30,4902,Geri,Inga,2,1,30
15540,89,2728,1323,Craig,Dyana,2,0,2728
15541,26,1165,897,Sinclare,Pauletta,2,0,1165
15542,91,4718,388,Buddy,Taddeo,2,0,4718
15543,111,261,4391,Maurice,Karyn,1,2,4391
15544,101,865,461,Maridel,Marsh,1,2,461
15545,66,4477,3305,Denny,Sharyl,2,0,4477
15546,35,2386,2734,Sallie,Christal,2,0,2386
15547,92,4586,1037,Tony,Barbabra,0,2,1037
15548,70,1223,597,Perry,Marni,0,2,597
15549,100,2864,3442,Addy,Amargo,0,2,3442
15550,57,1834,4950,Papageno,Ellery,1,2,4950
15551,105,763,694,Venita,Carlita,2,1,763
15552,96,1767,2751,Carolann,Siana,0,2,2751
15553,93,1418,2157,Laverne,Vittoria,1,2,2157
15554,37,708,3119,Stinky,Vevay,2,1,708
15555,82,3492,4119,Luce,Rodney,2,1,3492
15556,110,2952,4080,Loria,Rhoda,0,2,4080
15557,101,322,3183,Trixy,Haleigh,1,2,3183
15558,106,3417,3163,Stesha,Earlie,2,0,3417
15559,90,4272,1991,Noel,Erika,2,1,4272
15560,74,2307,2123,Lavinia,Rebeka,1,2,2123
15561,34,4062,3349,Eran,Orelee,0,2,3349
15562,98,3488,445,Radcliffe,Emlynne,0,2,445
15563,66,548,4088,Athena,Spense,1,2,4088
15564,69,3236,2819,Alasdair,Daisy,2,1,3236
15565,100,140,958,Gilles,Yancy,1,2,958
15566,103,4803,2780,Leo,Granny,0,2,2780
15567,58,2316,2579,Anetta,Jereme,1,2,2579
15568,60,2530,1879,Dolores,Kevan,0,2,1879
15569,73,4217,3781,Sibylle,Ianthe,1,2,3781
15570,51,309,2387,Devin,Elisabeth,1,2,2387
15571,18,4486,2087,Jacquetta,Gisela,1,2,2087
15572,90,3334,4505,Candis,Loise,0,2,4505
15573,47,3255,3492,Verine,Brewster,0,2,3492
15574,78,3958,941,Archer,Ardra,0,2,941
15575,74,584,4329,Andras,Jilly,2,0,584
15576,96,1939,4401,Donall,Giorgio,0,2,4401
15577,98,2963,126,Delphine,Kirsten,1,2,126
15578,39,3912,3577,Nadine,Irena,2,1,3912
15579,67,4694,4814,Rodrigo,Shaughn,1,2,4814
15580,109,4073,2064,Teresita,Geralda,2,1,4073
15581,110,4107,4131,Gwenny,Shalne,2,1,4107
15582,102,3032,3720,Freida,Chaddy,0,2,3720
15583,2,167,2989,Maurise,Alberik,1,2,2989
15584,25,2286,4958,Ashia,Janie,0,2,4958
15585,6,1105,2341,Shena,Doll,2,1,1105
15586,118,4010,1626,Fawne,Nil,1,2,1626
15587,28,1822,3924,Car,Dimitri,2,1,1822
15588,4,4624,634,Marshal,Lane,2,0,4624
15589,61,2135,1801,Alano,Margarette,0,2,1801
15590,45,4993,122,Alick,Sherry,2,0,4993
15591,119,3113,3346,Saudra,Andrea,2,0,3113
15592,63,2557,4011,Hamid,John,0,2,4011
15593,5,2147,3635,Jermayne,Antonie,0,2,3635
15594,98,4441,2603,Daisi,Lorri,2,1,4441
15595,111,765,3051,Kalinda,Blinni,0,2,3051
15596,25,1059,4129,Huberto,Candice,1,2,4129
15597,56,2035,1846,Lee,Vincents,0,2,1846
15598,95,2691,2070,Aeriela,Caleb,1,2,2070
15599,75,3505,191,Fleur,Elliot,0,2,191
15600,91,4109,4013,Jeremias,Libbey,2,0,4109
15601,115,3255,3115,Oswald,Cornelius,1,2,3115
15602,1,1355,3087,Christian,Guido,0,2,3087
15603,24,868,4514,Damian,Lindsay,1,2,4514
15604,50,3417,1730,Giacobo,Rozina,1,2,1730
15605,1,260,4185,Sarajane,Orelia,2,1,260
15606,112,4157,3935,Jacquetta,Judi,1,2,3935
15607,2,4056,431,Aile,Gillie,0,2,431
15608,31,2586,681,Dody,Lyman,1,2,681
15609,56,56,2013,Vally,Gonzales,0,2,2013
15610,101,4065,875,Minna,Tymon,2,0,4065
15611,90,4815,3390,Tildie,Ricardo,0,2,3390
15612,51,611,2136,Dacey,Guendolen,2,0,611
15613,32,4470,2333,Lilas,Garth,2,0,4470
15614,50,2682,3556,Marti,Livvyy,1,2,3556
15615,27,323,3769,Cyril,Bank,2,1,323
15616,6,3460,3147,Louie,Chrystel,1,2,3147
15617,75,4594,2663,Esme,Emilie,0,2,2663
15618,44,3403,2956,Mac,Fina,2,1,3403
15619,77,584,4224,Felice,Carola,0,2,4224
15620,10,1482,4213,Ladonna,Priscella,0,2,4213
15621,4,4231,2824,Malena,Ferdinand,0,2,2824
15622,6,1684,2649,Delmar,Sharron,0,2,2649
15623,78,842,3483,Cathrin,Remus,1,2,3483
15624,46,2588,1054,Scarlett,Inigo,1,2,1054
15625,36,792,1076,Ernestine,Vinny,0,2,1076
15626,55,3376,446,Yorgo,Hadria,1,2,446
15627,72,1293,4054,Willa,Hermy,1,2,4054
15628,35,277,2112,Bernadina,Dulcine,0,2,2112
15629,118,1330,2892,Chadd,Reggie,2,1,1330
15630,96,287,1612,Clea,Kyle,2,1,287
15631,48,3010,4530,Merill,Suki,0,2,4530
15632,93,1818,3673,Freemon,Kristan,1,2,3673
15633,63,1807,3282,Chris,Tabbi,2,1,1807
15634,103,1904,1344,Martelle,Ferdinanda,0,2,1344
15635,100,2742,63,Cass,Moria,0,2,63
15636,56,3217,4561,Dorthy,Annabella,2,0,3217
15637,78,3570,637,Josey,Issi,2,1,3570
15638,77,1240,3772,Aridatha,Jacquette,2,1,1240
15639,3,2209,3392,Lorette,Gisela,1,2,3392
15640,20,2310,2253,Mortie,Paulette,2,1,2310
15641,48,2719,1014,Gayleen,Harriott,1,2,1014
15642,119,513,3185,Savina,Jeniece,2,0,513
15643,46,3641,4171,Marcela,Clim,2,0,3641
15644,58,994,2581,Lenci,Henryetta,2,1,994
15645,63,1218,1895,Corbet,Tate,2,0,1218
15646,97,4330,3074,Corly,Gabbie,0,2,3074
15647,76,4460,105,Kristal,Cristionna,1,2,105
15648,38,4601,1010,Noelyn,Duane,1,2,1010
15649,96,4731,2580,Cassaundra,Dirk,0,2,2580
15650,116,4428,2248,Andros,Claribel,2,1,4428
15651,67,3197,86,Flemming,Bernelle,1,2,86
15652,22,3807,3925,Elysha,Tess,2,0,3807
15653,90,654,3869,Noland,Edita,1,2,3869
15654,8,3152,1817,Sandie,Araldo,1,2,1817
15655,47,3056,2084,Rabbi,Marven,0,2,2084
15656,119,1031,3682,Cull,Nomi,0,2,3682
15657,77,3877,2884,Alfie,Aleece,0,2,2884
15658,104,4974,2514,Shannan,Rhianna,0,2,2514
15659,73,3742,579,Roddie,Evin,0,2,579
15660,111,2403,3462,Janina,Rodney,2,1,2403
15661,113,4152,2557,Zsa zsa,Giles,2,0,4152
15662,1,3839,4374,Stephen,Broderick,1,2,4374
15663,87,745,2721,Malinde,Brandtr,0,2,2721
15664,88,4628,3335,Harry,Alika,1,2,3335
15665,11,3323,4601,Wilmette,Viki,2,0,3323
15666,118,17,1039,Emogene,Amalia,1,2,1039
15667,64,271,2078,Eal,Olivie,1,2,2078
15668,110,857,2134,Mickey,Norman,0,2,2134
15669,57,2995,4241,Cherise,Cordey,2,0,2995
15670,67,2877,691,Milicent,Thebault,1,2,691
15671,93,474,893,Laurent,Kesley,1,2,893
15672,67,3357,1102,Catlin,Philip,2,0,3357
15673,20,4864,3662,Aggi,Brewer,1,2,3662
15674,63,413,1777,Brandise,Jeffry,1,2,1777
15675,67,3055,1259,Marlee,Steffane,1,2,1259
15676,101,3705,2503,Thomasina,Tamarah,1,2,2503
15677,87,2662,4005,Angela,Mathew,0,2,4005
15678,27,2789,4477,Calida,Katharyn,1,2,4477
15679,102,3687,547,Davine,Allsun,1,2,547
15680,32,4843,1969,Pattie,Gino,0,2,1969
15681,101,4364,1094,Cilka,Una,2,1,4364
15682,35,4402,654,Wendel,Brok,0,2,654
15683,5,2022,4064,Nevsa,Melicent,2,1,2022
15684,103,3689,4985,Batsheva,Keith,0,2,4985
15685,82,3269,2030,Marigold,Edsel,1,2,2030
15686,60,3872,1415,Dayle,Anstice,0,2,1415
15687,44,2833,2340,Dennie,Bab,2,1,2833
15688,14,506,4446,Wendall,Benson,0,2,4446
15689,119,4924,3731,Maitilde,Nevil,1,2,3731
15690,29,708,4169,Regine,Erin,0,2,4169
15691,12,1629,744,Kienan,Krisha,2,0,1629
15692,42,1213,469,Glennis,Calvin,1,2,469
15693,26,4692,2246,Bard,Marion,0,2,2246
15694,30,4186,2565,Leta,Stafford,1,2,2565
15695,45,1730,1193,Guthry,Barris,0,2,1193
15696,85,2935,1291,Mellicent,Adiana,2,0,2935
15697,120,213,4354,Nelia,Tripp,1,2,4354
15698,51,1697,2444,Sibel,Theresa,2,1,1697
15699,65,4200,3048,Elvin,Hamel,1,2,3048
15700,63,4065,3049,Arlette,Krystal,1,2,3049
15701,42,1193,3410,Hermione,Martie,0,2,3410
15702,32,1249,4813,Aurora,Ciro,0,2,4813
15703,82,2467,3575,Kilian,Joshia,1,2,3575
15704,34,3775,582,Fanechka,Torrance,0,2,582
15705,108,1575,2258,Caresse,Quentin,0,2,2258
15706,30,3266,2450,Pamela,Shandy,1,2,2450
15707,95,720,4362,Isabelle,Fifine,1,2,4362
15708,51,3482,1158,Freddie,Ned,1,2,1158
15709,111,4575,3229,Cosme,Kelcy,2,0,4575
15710,53,1603,4338,Jabez,Sigismond,1,2,4338
15711,29,2106,4258,Emelen,Whitman,1,2,4258
15712,8,2199,1451,Leoline,Claybourne,0,2,1451
15713,4,3874,2170,Alexandra,Dulcine,2,0,3874
15714,35,4496,3981,Giorgia,Drew,0,2,3981
15715,59,1251,4942,Geoffrey,Friedrick,0,2,4942
15716,103,2221,1325,Darlleen,Quincy,1,2,1325
15717,48,1312,1050,Reta,Fredra,1,2,1050
15718,39,3401,45,Elora,Marget,0,2,45
15719,25,4753,3428,Elka,Eadmund,2,0,4753
15720,102,25,564,Guthrey,Damita,0,2,564
15721,68,3662,2322,Pepillo,Calida,2,1,3662
15722,106,1997,2810,Alexis,Kelli,1,2,2810
15723,40,4318,4170,Aggie,Archibald,1,2,4170
15724,89,4087,3413,Kalvin,Carmita,2,1,4087
15725,109,2448,988,Salomi,Sigrid,0,2,988
15726,116,3549,3371,Towney,Gerty,1,2,3371
15727,105,1158,3530,Alvinia,Papagena,1,2,3530
15728,114,2221,4997,Eleanor,Clemence,2,1,2221
15729,24,1108,4055,Zorine,Keriann,0,2,4055
15730,104,3323,2695,Nanette,Sayer,2,0,3323
15731,37,1413,2954,Brittni,Bernardo,1,2,2954
15732,1,1248,4823,Pernell,Henriette,1,2,4823
15733,40,3960,3245,Kermy,Dasi,2,1,3960
15734,73,4672,69,Isis,Alic,2,1,4672
15735,7,3009,2001,Frederica,Cissy,0,2,2001
15736,118,2071,4264,Liz,Arron,2,0,2071
15737,14,4962,3872,Forrest,Nicol,2,1,4962
15738,58,1840,1707,Rosie,Marylinda,0,2,1707
15739,75,4837,4476,Alia,Orin,1,2,4476
15740,65,3800,1172,Belita,Allene,2,0,3800
15741,35,356,2728,Eloisa,Gillan,2,1,356
15742,39,2790,893,Gilligan,Beau,0,2,893
15743,4,2969,4845,Chaim,Kendricks,2,0,2969
15744,92,1529,3029,Carey,Merrielle,1,2,3029
15745,94,138,2076,Cale,Darelle,0,2,2076
15746,10,438,3929,Ethelin,Abbot,2,1,438
15747,24,1943,4024,Aveline,Kingsly,0,2,4024
15748,14,3479,2453,Perry,Justinn,2,0,3479
15749,6,4737,224,Kalinda,Carlen,2,1,4737
15750,97,2571,2482,Truman,Jerrie,2,0,2571
15751,97,911,2409,Rriocard,Stephani,2,0,911
15752,96,3764,1744,Benedetto,Humfrey,0,2,1744
15753,58,4739,4862,Lavena,Nonah,2,1,4739
15754,17,1618,1464,Dennet,Ricki,1,2,1464
15755,80,977,1048,Brady,Caleb,1,2,1048
15756,103,3948,4949,Reina,Berti,2,1,3948
15757,61,1978,2560,Leonardo,Michele,2,0,1978
15758,7,1222,3957,Charlot,Seymour,0,2,3957
15759,11,1811,1400,Valentin,Regen,2,0,1811
15760,89,3831,3068,Angelle,Kurtis,0,2,3068
15761,49,4956,3037,Corella,Vale,2,1,4956
15762,51,1482,3342,Marjory,William,2,0,1482
15763,112,4623,1443,Clarke,Muffin,0,2,1443
15764,25,4685,1970,Selena,Lanae,1,2,1970
15765,67,4081,1587,Pattie,Jennette,1,2,1587
15766,83,2225,4891,Raffaello,Cornie,0,2,4891
15767,45,1793,1362,Mariejeanne,Denys,2,1,1793
15768,1,250,4549,Inez,Aurel,1,2,4549
15769,81,1226,4218,Granger,Manuel,2,1,1226
15770,112,3779,2270,Tamarah,Latrina,0,2,2270
15771,69,161,287,Collin,Leupold,0,2,287
15772,11,4402,4650,Norri,Winston,2,1,4402
15773,35,2582,804,Nita,Feliza,0,2,804
15774,88,2336,290,Zorana,Jourdan,0,2,290
15775,112,1974,1861,Verile,Gregoor,1,2,1861
15776,94,2715,2935,Emmalynne,Krishnah,1,2,2935
15777,109,853,1238,Isobel,Florentia,0,2,1238
15778,38,2900,2217,Ariella,Kandy,0,2,2217
15779,46,2896,4208,Joseito,Auberon,0,2,4208
15780,32,305,4283,Ginni,Verne,1,2,4283
15781,114,4094,226,Wells,Courtney,1,2,226
15782,115,1788,1397,Letta,Anna-maria,2,1,1788
15783,92,3591,1334,Bryce,Caleb,1,2,1334
15784,116,2260,4582,Lorain,Marabel,0,2,4582
15785,46,2053,2921,Ram,Emmery,0,2,2921
15786,82,313,125,Alberto,Gratia,2,0,313
15787,8,2187,1698,Berke,Francklyn,2,0,2187
15788,75,2953,2524,Vonni,Bil,0,2,2524
15789,34,1439,4738,Ali,Fonz,1,2,4738
15790,10,946,2988,Jerry,Riane,2,1,946
15791,120,4909,4748,Robers,Carter,2,0,4909
15792,67,4617,163,Kaitlin,Richmound,0,2,163
15793,21,4768,767,Valentia,Tammy,0,2,767
15794,84,3047,3875,Corissa,Chickie,0,2,3875
15795,2,808,1120,Debor,Paulette,0,2,1120
15796,49,3260,935,Casey,Chas,2,0,3260
15797,15,1102,2542,Lia,Benedetta,2,1,1102
15798,118,1175,4344,Filippa,Phillipp,1,2,4344
15799,36,3296,1547,Dougy,Elmore,1,2,1547
